ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
37192_at	0.049755	1.01e-02	2.734854	-2.899292	0.49304646	DMTN	dematin actin binding protein
40233_at	0.049819	1.01e-02	2.734131	-2.900865	0.59951632	DGCR6L	DiGeorge syndrome critical region gene 6-like
34050_at	0.049819	1.01e-02	-2.734017	-2.901114	-1.10912477	ACSM1	acyl-CoA synthetase medium-chain family member 1
1933_g_at	0.049894	1.01e-02	-2.733238	-2.902809	-0.8271266	ABCC5	ATP binding cassette subfamily C member 5
36874_at	0.049922	1.01e-02	-2.732851	-2.903651	-0.80986446	CR2	complement component 3d receptor 2
32764_at	0.049971	1.01e-02	-2.732294	-2.904864	-0.9229079	CPQ	carboxypeptidase Q
32077_s_at	0.049984	1.02e-02	-2.732027	-2.905444	-0.82647801	KCNQ1	potassium voltage-gated channel subfamily Q member 1
32132_at	0.050103	1.02e-02	-2.730817	-2.908077	-0.92374201	DZIP3	DAZ interacting zinc finger protein 3
32033_at	0.050103	1.02e-02	-2.730739	-2.908247	-0.31877881	CHKB	choline kinase beta
35821_at	0.050285	1.02e-02	-2.729104	-2.911801	-0.37883818	HDAC3	histone deacetylase 3
38721_at	0.050334	1.02e-02	-2.728543	-2.913022	-0.61165511	CALCOCO1	calcium binding and coiled-coil domain 1
33062_at	0.050473	1.03e-02	-2.72726	-2.915809	-0.92993507	ZNF548	zinc finger protein 548
32233_at	0.050517	1.03e-02	-2.726659	-2.917115	-0.82579325	TOR1B	torsin family 1 member B
41076_at	0.050517	1.03e-02	2.726592	-2.917262	0.252427	GJB3	gap junction protein beta 3
35600_at	0.050603	1.03e-02	-2.725738	-2.919117	-0.52622086	PTBP3	polypyrimidine tract binding protein 3
634_at	0.050608	1.03e-02	2.725538	-2.919551	0.34055972	PRSS8	protease, serine 8
34841_at	0.050686	1.03e-02	-2.724526	-2.92175	-0.5541339	EIF3CL///EIF3C	eukaryotic translation initiation factor 3 subunit C-like///eukaryotic translation initiation factor 3 subunit C
41724_at	0.050686	1.03e-02	-2.724474	-2.921862	-0.35448212	BCAP31	B-cell receptor-associated protein 31
38580_at	0.050686	1.03e-02	-2.724427	-2.921964	-0.38587125	GNAQ	G protein subunit alpha q
35124_at	0.050733	1.04e-02	2.723893	-2.923125	0.49711943	ALOX12	arachidonate 12-lipoxygenase, 12S type
37469_at	0.050915	1.04e-02	-2.722272	-2.926644	-0.46112713	KNTC1	kinetochore associated 1
776_at	0.050937	1.04e-02	-2.721937	-2.927371	-0.71746723	PIGF	phosphatidylinositol glycan anchor biosynthesis class F
38657_s_at	0.050942	1.04e-02	-2.721738	-2.927802	-0.37973951	CLTA	clathrin light chain A
36410_f_at	0.050998	1.04e-02	2.721129	-2.929124	0.91179253	ELAVL2	ELAV like neuron-specific RNA binding protein 2
40811_at	0.051053	1.04e-02	2.720537	-2.930409	0.50483348	ZNF451	zinc finger protein 451
37087_at	0.051259	1.05e-02	2.718675	-2.934448	0.66900791	AKAP4	A-kinase anchoring protein 4
31598_s_at	0.051259	1.05e-02	-2.718537	-2.934747	-0.74908891	GALE	UDP-galactose-4-epimerase
39448_r_at	0.051259	1.05e-02	2.718415	-2.935013	0.37532926	LRRC23	leucine rich repeat containing 23
707_s_at	0.051301	1.05e-02	2.717921	-2.936084	0.57766291	LOC100508689	mucin
1250_at	0.05135	1.05e-02	-2.717374	-2.937271	-0.54125177	PRKDC	protein kinase, DNA-activated, catalytic polypeptide
1053_at	0.051381	1.05e-02	-2.716968	-2.93815	-0.63554562	RFC2	replication factor C subunit 2
40018_at	0.051397	1.05e-02	2.716684	-2.938766	0.67948136	NUP58	nucleoporin 58
33428_s_at	0.051428	1.06e-02	-2.716276	-2.93965	-0.89659456	ATRN	attractin
35863_g_at	0.051447	1.06e-02	-2.715969	-2.940317	-0.84960524	SLC15A2	solute carrier family 15 member 2
36776_at	0.051548	1.06e-02	-2.715009	-2.942398	-1.04554738	LAG3	lymphocyte activating 3
41623_s_at	0.051581	1.06e-02	2.714585	-2.943317	0.83842013	FZR1	fizzy/cell division cycle 20 related 1
35685_at	0.051582	1.06e-02	-2.714426	-2.943661	-0.33272779	RING1	ring finger protein 1
815_at	0.051625	1.06e-02	-2.713771	-2.94508	-0.99733392	DOK1	docking protein 1
39770_at	0.051625	1.06e-02	-2.713767	-2.945089	-0.3993088	SMG7	SMG7, nonsense mediated mRNA decay factor
31866_at	0.051751	1.06e-02	-2.712613	-2.947589	-0.36307341	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component
41053_at	0.051778	1.07e-02	-2.712038	-2.948833	-1.23698107	C6orf47	chromosome 6 open reading frame 47
39435_at	0.051778	1.07e-02	-2.711923	-2.949082	-0.32688131	PFDN1	prefoldin subunit 1
32492_g_at	0.051778	1.07e-02	2.711922	-2.949086	0.4544164	DRD3	dopamine receptor D3
33277_at	0.051807	1.07e-02	2.711537	-2.949919	0.42207476	MTMR2	myotubularin related protein 2
1201_at	0.051935	1.07e-02	2.710375	-2.952436	0.45451224	RAB33A	RAB33A, member RAS oncogene family
35722_at	0.051977	1.07e-02	-2.709886	-2.953494	-0.39830814	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)
41134_at	0.051988	1.07e-02	-2.709639	-2.954029	-0.46721264	DLGAP4	DLG associated protein 4
36396_at	0.052184	1.08e-02	2.707938	-2.957711	0.65389865		
37546_r_at	0.052207	1.08e-02	-2.7076	-2.958441	-1.07721808	SCAMP5	secretory carrier membrane protein 5
33388_at	0.052332	1.08e-02	-2.706427	-2.96098	-0.27699398	TEX261	testis expressed 261
628_at	0.052332	1.08e-02	-2.706306	-2.96124	-0.70144661	FZD2	frizzled class receptor 2
31633_g_at	0.05256	1.09e-02	-2.704219	-2.965754	-0.54346375	ZNF259P1///ZPR1	zinc finger protein 259 pseudogene 1///ZPR1 zinc finger
36608_at	0.05256	1.09e-02	-2.704212	-2.965769	-0.41177792	MDH1	malate dehydrogenase 1
36593_at	0.05257	1.09e-02	-2.703978	-2.966276	-1.26307546	EXT2	exostosin glycosyltransferase 2
32039_at	0.052719	1.09e-02	-2.702666	-2.96911	-0.37807131	AP3B1	adaptor related protein complex 3 beta 1 subunit
1669_at	0.05287	1.09e-02	2.701336	-2.971986	1.11991753	WNT5A	Wnt family member 5A
1571_f_at	0.052878	1.10e-02	-2.701029	-2.972648	-1.43189356	RB1	RB transcriptional corepressor 1
2050_s_at	0.052878	1.10e-02	-2.70096	-2.972797	-0.31563595	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
1579_at	0.052883	1.10e-02	2.700761	-2.973226	1.18720299	OSM	oncostatin M
34658_at	0.05306	1.10e-02	-2.699007	-2.977017	-0.36981521	PRM2	protamine 2
36938_at	0.05306	1.10e-02	-2.69899	-2.977052	-0.40074915	ASAH1	N-acylsphingosine amidohydrolase 1
36179_at	0.05306	1.10e-02	2.698921	-2.977201	0.37466542	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
40377_at	0.053168	1.10e-02	-2.697929	-2.979343	-0.36317335	RBM19	RNA binding motif protein 19
36109_at	0.053237	1.11e-02	-2.697191	-2.980937	-0.79915205	PEPD	peptidase D
599_at	0.053237	1.11e-02	2.696904	-2.981556	0.69415513	HLX	H2.0 like homeobox
37002_at	0.053237	1.11e-02	-2.696887	-2.981592	-0.64115163	BLVRB	biliverdin reductase B
731_f_at	0.053237	1.11e-02	2.696769	-2.981847	0.46682144	MUC3A	mucin 3A, cell surface associated
33539_at	0.053276	1.11e-02	2.696313	-2.982832	0.45741622	MYEF2	myelin expression factor 2
40172_g_at	0.053277	1.11e-02	-2.696027	-2.983448	-1.10700128	FRAT2	frequently rearranged in advanced T-cell lymphomas 2
38688_at	0.053277	1.11e-02	-2.69579	-2.983961	-0.41596655	POGZ	pogo transposable element with ZNF domain
31590_g_at	0.053277	1.11e-02	2.695708	-2.984137	0.39497819	OR2H1///OR2H2	olfactory receptor family 2 subfamily H member 1///olfactory receptor family 2 subfamily H member 2
38724_at	0.053277	1.11e-02	-2.695571	-2.984432	-0.41337595	PRRC2B	proline rich coiled-coil 2B
1498_at	0.053277	1.11e-02	-2.695527	-2.984528	-0.30942568	ZAP70	zeta chain of T cell receptor associated protein kinase 70
41473_at	0.053351	1.11e-02	-2.694666	-2.986386	-1.19130829	EPHX2	epoxide hydrolase 2
36549_at	0.053351	1.11e-02	-2.694646	-2.986429	-0.79643697	SLC25A17	solute carrier family 25 member 17
31627_f_at	0.053389	1.11e-02	2.694198	-2.987394	0.69721919	AOC4P	amine oxidase, copper containing 4, pseudogene
41670_at	0.053395	1.11e-02	-2.693994	-2.987835	-0.35459283	DESI1	desumoylating isopeptidase 1
37310_at	0.053445	1.12e-02	2.693453	-2.989002	0.6025878	PLAU	plasminogen activator, urokinase
37678_at	0.053513	1.12e-02	2.692781	-2.990451	0.88081919	BAMBI	BMP and activin membrane bound inhibitor
34723_at	0.053519	1.12e-02	-2.69258	-2.990886	-0.51702121	COX11	COX11, cytochrome c oxidase copper chaperone
32578_at	0.053523	1.12e-02	-2.69235	-2.991381	-0.63834122	MLX	MLX, MAX dimerization protein
40249_at	0.053523	1.12e-02	2.692232	-2.991636	0.46031264	ACHE	acetylcholinesterase (Cartwright blood group)
916_at	0.053549	1.12e-02	2.691878	-2.992398	0.29706034	PTPRN	protein tyrosine phosphatase, receptor type N
40104_at	0.053576	1.12e-02	-2.691514	-2.993182	-0.82671919	STK25	serine/threonine kinase 25
38323_at	0.053641	1.12e-02	-2.690861	-2.99459	-0.68326755	CPVL	carboxypeptidase, vitellogenic like
33138_at	0.053672	1.12e-02	-2.690474	-2.995426	-0.9822835		
36732_at	0.053796	1.13e-02	-2.689368	-2.997808	-0.46198558	ABCC10	ATP binding cassette subfamily C member 10
35827_at	0.053824	1.13e-02	-2.689001	-2.998598	-0.47819769	SEC31A	SEC31 homolog A, COPII coat complex component
32001_s_at	0.053848	1.13e-02	2.688537	-2.999598	0.78223563	LOC100507472///PCSK6	uncharacterized LOC100507472///proprotein convertase subtilisin/kexin type 6
37445_at	0.053848	1.13e-02	-2.688294	-3.000121	-0.47775709	TMEM5	transmembrane protein 5
38609_at	0.053848	1.13e-02	2.688221	-3.000279	0.41351141	SGCA	sarcoglycan alpha
40493_at	0.053848	1.13e-02	-2.688149	-3.000435	-0.45536231	CD44	CD44 molecule (Indian blood group)
41158_at	0.053848	1.13e-02	2.688037	-3.000676	0.96829024	PLP1	proteolipid protein 1
40331_at	0.053913	1.13e-02	-2.687145	-3.002596	-1.12066074	MARCO	macrophage receptor with collagenous structure
40878_f_at	0.053913	1.13e-02	-2.687112	-3.002669	-0.52849335	HERC2P2	hect domain and RLD 2 pseudogene 2
35445_at	0.053913	1.13e-02	2.68701	-3.002888	0.57752333	ARHGAP33	Rho GTPase activating protein 33
37049_g_at	0.053913	1.13e-02	2.686926	-3.003068	0.33542021	TOMM34	translocase of outer mitochondrial membrane 34
40558_at	0.053922	1.13e-02	2.686701	-3.003553	0.67897212	GUCA1B	guanylate cyclase activator 1B
39105_at	0.054027	1.14e-02	-2.685743	-3.005617	-0.73466255	VASP	vasodilator-stimulated phosphoprotein
38606_at	0.054093	1.14e-02	2.685089	-3.007024	0.94086239	TDO2	tryptophan 2,3-dioxygenase
38049_g_at	0.054145	1.14e-02	2.684536	-3.008214	0.42896792	RBPMS	RNA binding protein with multiple splicing
36202_at	0.054177	1.14e-02	-2.684144	-3.009057	-0.57407457	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha
39308_r_at	0.054197	1.14e-02	2.683832	-3.009729	0.39948347	CLTB	clathrin light chain B
37199_at	0.054214	1.14e-02	-2.683554	-3.010328	-0.58993568	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1
861_g_at	0.054261	1.14e-02	-2.683042	-3.011429	-0.65483949	MSH2	mutS homolog 2
34966_at	0.054264	1.15e-02	2.682753	-3.012051	0.52248049	T	T brachyury transcription factor
1624_at	0.054264	1.15e-02	-2.682712	-3.012139	-0.48710822	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1
35727_at	0.054317	1.15e-02	-2.682151	-3.013346	-0.2881451	UCKL1	uridine-cytidine kinase 1 like 1
38978_at	0.05447	1.15e-02	2.680846	-3.016154	0.3753843	PAIP1	poly(A) binding protein interacting protein 1
36665_at	0.054479	1.15e-02	2.680534	-3.016823	0.83195847	FH	fumarate hydratase
40941_at	0.054479	1.15e-02	2.680328	-3.017266	0.75428144	VAPB	VAMP associated protein B and C
34929_at	0.054479	1.15e-02	-2.680311	-3.017303	-0.85723868	TNFRSF8	TNF receptor superfamily member 8
877_at	0.054483	1.15e-02	-2.67999	-3.017993	-0.69354904	CREB1	cAMP responsive element binding protein 1
264_at	0.054483	1.15e-02	2.679976	-3.018024	0.43135354	ADRA2A	adrenoceptor alpha 2A
34823_at	0.054506	1.15e-02	-2.679501	-3.019044	-1.05923797	DPP4	dipeptidyl peptidase 4
34125_at	0.054506	1.15e-02	2.679488	-3.019073	0.8240273	NR2E1	nuclear receptor subfamily 2 group E member 1
1439_s_at	0.05456	1.16e-02	2.678933	-3.020266	0.38345765	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
255_s_at	0.054623	1.16e-02	2.678177	-3.021892	0.41391551	INHA	inhibin alpha subunit
32450_at	0.054623	1.16e-02	2.678143	-3.021963	1.03177165	SCN7A	sodium voltage-gated channel alpha subunit 7
31749_f_at	0.054812	1.16e-02	-2.67657	-3.025345	-0.65916868	HIST1H2AK	histone cluster 1, H2ak
37030_at	0.05487	1.16e-02	2.675984	-3.026603	0.43718714	FAF2	Fas associated factor family member 2
1840_g_at	0.054959	1.17e-02	-2.675158	-3.028377	-0.29924296	RAN	RAN, member RAS oncogene family
39922_at	0.054991	1.17e-02	-2.674769	-3.029213	-1.00175096	CA5B	carbonic anhydrase 5B
1529_at	0.055077	1.17e-02	-2.673968	-3.030933	-0.4190551	FRY	FRY microtubule binding protein
36035_at	0.055157	1.17e-02	-2.673222	-3.032535	-0.40204128	GPAA1	glycosylphosphatidylinositol anchor attachment 1
40617_at	0.055202	1.17e-02	-2.672693	-3.033671	-0.33992768	THUMPD1	THUMP domain containing 1
38605_at	0.055202	1.17e-02	-2.672503	-3.034077	-0.4633601	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1
41846_at	0.055202	1.17e-02	2.672421	-3.034253	0.38461846	CRX	cone-rod homeobox
1462_s_at	0.055249	1.18e-02	-2.671885	-3.035403	-0.33550493	POLD1	DAN polymerase delta 1, catalytic subunit
1714_at	0.055249	1.18e-02	2.671755	-3.035682	0.32614336	RREB1	ras responsive element binding protein 1
41699_f_at	0.055249	1.18e-02	2.671615	-3.035984	0.59767352	BRD1	bromodomain containing 1
41796_at	0.055407	1.18e-02	-2.67028	-3.038849	-0.54445409	PLCL2	phospholipase C like 2
33667_at	0.055469	1.18e-02	-2.669663	-3.040171	-0.23899908	LOC101060363///PPIA	peptidyl-prolyl cis-trans isomerase A pseudogene///peptidylprolyl isomerase A
38138_at	0.055499	1.18e-02	-2.66929	-3.040971	-0.79474706	S100A11	S100 calcium binding protein A11
34313_at	0.055573	1.19e-02	-2.66844	-3.042795	-0.43192549	NCOA2	nuclear receptor coactivator 2
38979_at	0.055573	1.19e-02	-2.668438	-3.042798	-0.87805957	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6
1032_at	0.055596	1.19e-02	2.668111	-3.043501	0.27158689	CXCR2	C-X-C motif chemokine receptor 2
36010_at	0.055629	1.19e-02	-2.667716	-3.044347	-1.06585281	MEOX1	mesenchyme homeobox 1
36372_at	0.055635	1.19e-02	-2.667417	-3.044989	-0.74842637	HK3	hexokinase 3
32141_at	0.055635	1.19e-02	2.667364	-3.045101	1.02783225	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E
275_at	0.055653	1.19e-02	-2.667079	-3.045713	-0.96411955	DUSP3	dual specificity phosphatase 3
35899_at	0.055832	1.19e-02	2.665602	-3.048879	0.31806886	ARTN	artemin
374_f_at	0.055859	1.20e-02	-2.665127	-3.049897	-0.32504925	DDTL///DDT	D-dopachrome tautomerase-like///D-dopachrome tautomerase
37535_at	0.055859	1.20e-02	-2.664986	-3.050198	-0.76387879	CREB1	cAMP responsive element binding protein 1
38394_at	0.055859	1.20e-02	-2.664945	-3.050285	-0.41789602	GPD1L	glycerol-3-phosphate dehydrogenase 1-like
1063_s_at	0.055932	1.20e-02	2.664247	-3.051782	0.53823486	TYRO3	TYRO3 protein tyrosine kinase
40936_at	0.055936	1.20e-02	-2.664007	-3.052295	-0.57623882	LOC101929500///CRIM1	uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1
32218_at	0.055936	1.20e-02	-2.663916	-3.052491	-0.4117453	NUDT3	nudix hydrolase 3
1203_at	0.056084	1.20e-02	2.662675	-3.055148	1.006379	INHBA	inhibin beta A subunit
967_g_at	0.056085	1.20e-02	2.662412	-3.055711	0.40105174	RAD54L	RAD54-like (S. cerevisiae)
179_at	0.056085	1.20e-02	2.662302	-3.055946	0.34544968	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene
32299_at	0.056085	1.20e-02	2.662123	-3.05633	1.15903013	LINC01587	long intergenic non-protein coding RNA 1587
38114_at	0.056085	1.20e-02	-2.661925	-3.056756	-0.37164521	RAD21	RAD21 cohesin complex component
34411_at	0.056085	1.20e-02	-2.661904	-3.0568	-0.43442545	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1
40706_at	0.056158	1.21e-02	2.661212	-3.058282	0.46289917		
38006_at	0.056184	1.21e-02	-2.660868	-3.059017	-0.2739666	CD48	CD48 molecule
33467_at	0.056247	1.21e-02	-2.660254	-3.060331	-0.43674537	CD300C	CD300c molecule
33750_at	0.056258	1.21e-02	2.660022	-3.060828	0.41258259	PTPRU	protein tyrosine phosphatase, receptor type U
32800_at	0.056394	1.21e-02	-2.658871	-3.063292	-0.56280861	RXRA	retinoid X receptor alpha
1522_at	0.056412	1.21e-02	2.658425	-3.064247	0.47636761	TNK1	tyrosine kinase non receptor 1
38309_r_at	0.056412	1.22e-02	2.658144	-3.064848	0.31881415	NCDN	neurochondrin
621_at	0.056412	1.22e-02	-2.658031	-3.065089	-0.34578967	SPHAR///RAB4A	S-phase response (cyclin related)///RAB4A, member RAS oncogene family
34506_at	0.056412	1.22e-02	-2.657959	-3.065242	-0.69634893	ALAD	aminolevulinate dehydratase
662_at	0.056412	1.22e-02	2.657872	-3.06543	0.31770326	DHX9	DEAH-box helicase 9
38764_at	0.056412	1.22e-02	-2.657829	-3.06552	-0.46163079	DICER1	dicer 1, ribonuclease III
37902_at	0.05645	1.22e-02	-2.657397	-3.066444	-0.91555285	CRYZ	crystallin zeta
251_at	0.056577	1.22e-02	-2.656318	-3.068753	-0.87883736	CAMK1	calcium/calmodulin dependent protein kinase I
1954_at	0.056577	1.22e-02	2.656172	-3.069065	0.49952091	KDR	kinase insert domain receptor
32057_at	0.056642	1.22e-02	2.655539	-3.070417	1.12219778	LRRC17	leucine rich repeat containing 17
37684_at	0.056653	1.22e-02	2.655309	-3.07091	0.90156097	SLCO2B1	solute carrier organic anion transporter family member 2B1
873_at	0.056679	1.23e-02	2.654819	-3.071957	1.1139602	HOXA5	homeobox A5
37405_at	0.056679	1.23e-02	2.654692	-3.072229	0.98378892	SELENBP1	selenium binding protein 1
37364_at	0.056679	1.23e-02	-2.654667	-3.072282	-0.31430324	PHB2	prohibitin 2
40685_at	0.056724	1.23e-02	-2.654161	-3.073364	-0.58767775	ALDH3B1	aldehyde dehydrogenase 3 family member B1
40704_at	0.056724	1.23e-02	2.653967	-3.073779	0.68227904	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
40003_at	0.056724	1.23e-02	2.653889	-3.073945	0.54107937	GP2	glycoprotein 2
33753_at	0.057013	1.24e-02	-2.651635	-3.078761	-0.64173277	DAAM1	dishevelled associated activator of morphogenesis 1
40269_at	0.057083	1.24e-02	-2.650848	-3.080441	-0.37205479	PRPF18	pre-mRNA processing factor 18
36009_at	0.057083	1.24e-02	-2.65082	-3.080501	-0.48093484	GPX7	glutathione peroxidase 7
34636_at	0.057132	1.24e-02	2.650315	-3.081579	0.87099844	ALOX15	arachidonate 15-lipoxygenase
31700_at	0.057147	1.24e-02	2.650059	-3.082126	0.23040396	GPR35	G protein-coupled receptor 35
32303_at	0.05721	1.24e-02	2.64945	-3.083427	0.88404413	ETV3	ETS variant 3
33716_at	0.057353	1.25e-02	-2.648234	-3.086023	-0.73092467	RAB22A	RAB22A, member RAS oncogene family
41200_at	0.057353	1.25e-02	-2.648115	-3.086276	-0.39689423	SCARB1	scavenger receptor class B member 1
38115_at	0.057357	1.25e-02	-2.647935	-3.086661	-0.47752438	TUSC2	tumor suppressor candidate 2
34880_at	0.057387	1.25e-02	-2.647542	-3.087499	-0.32558594	RBM42	RNA binding motif protein 42
41353_at	0.057387	1.25e-02	-2.647297	-3.088021	-1.220366	TNFRSF17	TNF receptor superfamily member 17
40195_at	0.057387	1.25e-02	-2.647268	-3.088085	-0.63718863	H2AFX	H2A histone family member X
36689_at	0.057426	1.25e-02	-2.646837	-3.089004	-0.95129848	OSBPL1A	oxysterol binding protein like 1A
39247_at	0.057584	1.25e-02	-2.645421	-3.092023	-1.29941517	LOC101930322///ABCC6P2///ABCC6P1///ABCC6	multidrug resistance-associated protein 6-like///ATP binding cassette subfamily C member 6 pseudogene 2///ATP binding cassette subfamily C member 6 pseudogene 1///ATP binding cassette subfamily C member 6
37614_g_at	0.057584	1.25e-02	2.645399	-3.09207	0.67610911	PVALB	parvalbumin
31447_at	0.057598	1.25e-02	2.645149	-3.092605	0.7712842		
40782_at	0.057715	1.26e-02	2.644047	-3.094954	0.4766142	DHRS3	dehydrogenase/reductase 3
32187_at	0.057715	1.26e-02	-2.643841	-3.095394	-1.27187244	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
31628_at	0.057715	1.26e-02	2.643756	-3.095574	1.04331792	SLC15A1	solute carrier family 15 member 1
37253_at	0.057715	1.26e-02	-2.643704	-3.095685	-0.58756525	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
38303_at	0.057741	1.26e-02	-2.643365	-3.096409	-0.440285	LOC102724200	trafficking protein particle complex subunit 10-like
32271_at	0.05775	1.26e-02	2.643152	-3.096863	0.3111709	FOSL1	FOS like 1, AP-1 transcription factor subunit
37052_at	0.057814	1.26e-02	-2.642391	-3.098485	-0.88713512	DGKG	diacylglycerol kinase gamma
36175_s_at	0.057814	1.26e-02	-2.642366	-3.098538	-0.62942879	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
1775_at	0.057814	1.26e-02	-2.642241	-3.098803	-0.41565976	POLA2	DNA polymerase alpha 2, accessory subunit
1034_at	0.057903	1.27e-02	2.641401	-3.100594	0.38854964	TIMP3	TIMP metallopeptidase inhibitor 3
39956_at	0.057903	1.27e-02	2.641192	-3.101039	0.69889071	KIF3A	kinesin family member 3A
41034_s_at	0.057903	1.27e-02	2.641157	-3.101114	0.28823928	SULT2B1	sulfotransferase family 2B member 1
41310_f_at	0.057916	1.27e-02	-2.640908	-3.101645	-0.67234745	NR2F6	nuclear receptor subfamily 2 group F member 6
38292_at	0.057986	1.27e-02	2.640261	-3.103023	0.90497461	HOMER2	homer scaffolding protein 2
1444_at	0.058057	1.27e-02	-2.639604	-3.104423	-0.30512981	PSMD9	proteasome 26S subunit, non-ATPase 9
38021_at	0.05807	1.27e-02	-2.63936	-3.104943	-0.34191144	PLEC	plectin
32401_at	0.058093	1.27e-02	2.638988	-3.105734	0.27594451	NRTN	neurturin
33637_g_at	0.058093	1.27e-02	2.638894	-3.105934	0.4678916	CTAG1A///CTAG2///CTAG1B	cancer/testis antigen 1A///cancer/testis antigen 2///cancer/testis antigen 1B
1336_s_at	0.058155	1.28e-02	-2.638244	-3.107319	-0.6801588	PRKCB	protein kinase C beta
31579_at	0.058155	1.28e-02	2.637944	-3.107958	0.73877799	LINC00302	long intergenic non-protein coding RNA 302
34283_at	0.058155	1.28e-02	-2.6379	-3.10805	-0.86602089	XYLT1	xylosyltransferase 1
34749_at	0.058155	1.28e-02	-2.637781	-3.108304	-0.77828459	SLC31A2	solute carrier family 31 member 2
40401_at	0.058155	1.28e-02	2.637705	-3.108466	0.97172136	DOK5	docking protein 5
39947_at	0.058163	1.28e-02	-2.637501	-3.1089	-0.64186807	EFNA4	ephrin A4
36080_at	0.058402	1.28e-02	-2.635652	-3.112836	-0.43645942	CLOCK	clock circadian regulator
1914_at	0.05841	1.28e-02	2.635254	-3.113682	0.46690556	CCNA1	cyclin A1
164_at	0.05841	1.29e-02	2.635168	-3.113866	0.82608965	GNB3	G protein subunit beta 3
40326_at	0.05841	1.29e-02	2.635149	-3.113906	0.73071414	CBLN1	cerebellin 1 precursor
41404_at	0.058429	1.29e-02	-2.634859	-3.114524	-0.35619701	RPS6KA4	ribosomal protein S6 kinase A4
38746_at	0.058433	1.29e-02	2.634387	-3.115528	0.5954085	ITGB4	integrin subunit beta 4
36641_at	0.058433	1.29e-02	-2.634272	-3.115771	-0.39744467	CAPZA2	capping actin protein of muscle Z-line alpha subunit 2
41504_s_at	0.058433	1.29e-02	-2.634151	-3.116029	-0.84886835	MAF	MAF bZIP transcription factor
508_at	0.058433	1.29e-02	-2.634013	-3.116324	-0.28841685	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit
37412_at	0.058433	1.29e-02	-2.634012	-3.116325	-0.4502672	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
34361_at	0.058433	1.29e-02	-2.633938	-3.116482	-0.39886665	PCSK7	proprotein convertase subtilisin/kexin type 7
33282_at	0.058444	1.29e-02	2.63371	-3.116967	0.37655661	LAD1	ladinin 1
34665_g_at	0.058541	1.29e-02	-2.632873	-3.118747	-0.44290552	FCGR2C///FCGR2B///FCGR2A	Fc fragment of IgG receptor IIc (gene/pseudogene)///Fc fragment of IgG receptor IIb///Fc fragment of IgG receptor IIa
41642_at	0.058593	1.29e-02	-2.632359	-3.11984	-1.04080681	LOC102725134	uncharacterized LOC102725134
33144_at	0.058629	1.30e-02	2.631819	-3.120988	0.2819046	CSNK1D	casein kinase 1 delta
993_at	0.058629	1.30e-02	-2.631805	-3.121017	-0.28326534	TYK2	tyrosine kinase 2
34470_at	0.058639	1.30e-02	-2.631584	-3.121488	-0.73192062	TFEC	transcription factor EC
38019_at	0.058718	1.30e-02	2.63088	-3.122985	0.3280006	LOC400927-CSNK1E///CSNK1E	LOC400927-CSNK1E readthrough///casein kinase 1 epsilon
32874_at	0.058813	1.30e-02	-2.630057	-3.124734	-0.34999979	TCF3	transcription factor 3
40666_at	0.058818	1.30e-02	-2.629873	-3.125125	-1.01205383	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5
1898_at	0.058825	1.30e-02	2.629678	-3.125539	0.34834564	TRIM29	tripartite motif containing 29
1794_at	0.058859	1.30e-02	-2.629289	-3.126367	-0.40306724	CCND3	cyclin D3
39681_at	0.058861	1.30e-02	-2.629014	-3.12695	-0.64926166	ZBTB16	zinc finger and BTB domain containing 16
31390_at	0.058861	1.30e-02	-2.628978	-3.127027	-1.09803725	ZNF154	zinc finger protein 154
33103_s_at	0.058922	1.31e-02	-2.628384	-3.128288	-0.44220945	ADD3	adducin 3
32307_s_at	0.058922	1.31e-02	2.628248	-3.128578	0.99706389	COL1A2	collagen type I alpha 2 chain
38363_at	0.058935	1.31e-02	-2.627867	-3.129388	-0.43569757	TYROBP	TYRO protein tyrosine kinase binding protein
